Title,Link,Sentiment
"'Mother of all deals': At Davos 2026, EU signals FTA with India will cover quarter of global GDP",https://www.businesstoday.in/latest/economy/story/mother-of-all-deals-at-davos-2026-eu-signals-fta-with-india-will-cover-quarter-of-global-gdp-511958-2026-01-21,Neutral
Labour Codes: India Inc working on strategies to comply with new employee benefits norms,https://www.businesstoday.in/latest/economy/story/labour-codes-india-inc-working-on-strategies-to-comply-with-new-employee-benefits-norms-511735-2026-01-20,Positive
Sugar production 22% high; concern over rising cane prices: ISMA,https://www.businesstoday.in/latest/economy/story/sugar-production-22-percent-high-concern-over-rising-cane-prices-isma-511723-2026-01-20,Positive
Who really pays Trump's tariffs? New data says Americans foot 96% of the bill,https://www.businesstoday.in/latest/economy/story/who-really-pays-trumps-tariffs-new-data-says-americans-foot-96-of-the-bill-511701-2026-01-20,Positive
"Budget 2026: Enhanced PLI, tax breaks to cut Chinese dependence on solar, say industry players",https://www.businesstoday.in/latest/economy/story/budget-2026-enhanced-pli-tax-breaks-to-cut-chinese-dependence-on-solar-say-industry-players-511644-2026-01-20,Neutral
Will EU-US tariff war sweeten India’s FTA with Europe? Here’s what we know,https://www.businesstoday.in/latest/economy/story/will-eu-us-tariff-war-sweeten-indias-fta-with-europe-heres-what-we-know-511635-2026-01-20,Neutral
"Uncertainty remains as trade tensions risk fresh flare-ups, says IMF in its World Economic Outlook",https://www.businesstoday.in/latest/economy/story/uncertainty-remains-as-trade-tensions-risk-fresh-flare-ups-says-imf-in-its-world-economic-outlook-511533-2026-01-19,Positive
"IMF upgrades India growth outlook, lifts FY26 forecast to 7.3%",https://www.businesstoday.in/latest/economy/story/imf-upgrades-india-growth-outlook-lifts-fy26-forecast-to-73-511462-2026-01-19,Neutral
Discoms future growth depends on debt restructuring,https://www.businesstoday.in/latest/economy/story/discoms-future-growth-depends-on-debt-restructuring-511439-2026-01-19,Neutral
"RBI pushes plan to link BRICS' digital currency to ease trade, tourism payments: Report",https://www.businesstoday.in/latest/economy/story/rbi-pushes-plan-to-link-brics-digital-currency-to-ease-trade-tourism-payments-report-511424-2026-01-19,Neutral
India to become upper-middle income country in four years: SBI report,https://www.businesstoday.in/latest/economy/story/india-to-become-upper-middle-income-country-in-four-years-sbi-report-511413-2026-01-19,Neutral
"'Can't trust Trump, best to not make deals': Capitalmind CEO after tariff on Denmark, other EU countries",https://www.businesstoday.in/latest/economy/story/cant-trust-trump-best-to-not-make-deals-capitalmind-ceo-after-tariff-on-denmark-other-eu-countries-511353-2026-01-18,Positive
IMF signals possible revision of India's GDP outlook after stronger-than-expected Q3,https://www.businesstoday.in/latest/economy/story/imf-signals-possible-revision-of-indias-gdp-outlook-after-stronger-than-expected-q3-511195-2026-01-16,Neutral
"Despite pessimism about growth, there’s never been a better time to build in India: Nithin Kamath",https://www.businesstoday.in/latest/economy/story/despite-pessimism-about-growth-theres-never-been-a-better-time-to-build-in-india-nithin-kamath-511169-2026-01-16,Positive
US understands why India’s buying Russian oil but we hate it: Congressman McCormick,https://www.businesstoday.in/latest/economy/story/us-understands-why-indias-buying-russian-oil-but-we-hate-it-congressman-mccormick-511145-2026-01-16,Negative
Indian Railways eyes FMCG to diversify freight basket and raise revenues,https://www.businesstoday.in/latest/economy/story/indian-railways-eyes-fmcg-to-diversify-freight-basket-and-raise-revenues-511067-2026-01-15,Neutral
Diversification beyond US helps India keep export volumes stable,https://www.businesstoday.in/latest/economy/story/diversification-beyond-us-helps-india-keep-export-volumes-stable-511057-2026-01-15,Neutral
‘Exchanges shut for a municipal election…’: Nithin Kamath says long way to go before global investors take India seriously,https://www.businesstoday.in/latest/economy/story/exchanges-shut-for-a-municipal-election-nithin-kamath-says-long-way-to-go-before-global-investors-take-india-seriously-511010-2026-01-15,Negative
JNPT rail link to DFC soon; operational challenges to continue,https://www.businesstoday.in/latest/economy/story/jnpt-rail-link-to-dfc-soon-operational-challenges-to-continue-510906-2026-01-14,Neutral
"India’s GDP to grow 7.5-7.8% in FY26 over resilient domestic demand, strong services activity: Deloitte",https://www.businesstoday.in/latest/economy/story/indias-gdp-to-grow-7-5-7-8-percent-in-fy26-over-resilient-domestic-demand-strong-services-activity-deloitte-510880-2026-01-14,Positive
India’s basmati rice exports to Iran nears standstill after Trump’s 25% tariff threat: Report,https://www.businesstoday.in/latest/economy/story/indias-basmati-rice-exports-to-iran-nears-standstill-after-trumps-25-tariff-threat-report-510833-2026-01-14,Neutral
"World Bank raises India’s FY26 growth forecast to 7.2%, sees limited impact from US tariffs",https://www.businesstoday.in/latest/economy/story/world-bank-raises-indias-fy26-growth-forecast-to-72-sees-limited-impact-from-us-tariffs-510804-2026-01-14,Negative
"US tariffs on Iran to have limited impact on India, Centre reassures exporters",https://www.businesstoday.in/latest/economy/story/us-tariffs-on-iran-to-have-limited-impact-on-india-centre-reassures-exporters-510778-2026-01-13,Negative
Railway tweaks Gati Shakti Cargo terminal policy,https://www.businesstoday.in/latest/economy/story/railway-tweaks-gati-shakti-cargo-terminal-policy-510724-2026-01-13,Neutral
"25% US tariffs on Tehran’s trading partners: Iran on 63rd spot, below nations like Togo, Ghana in trade with India",https://www.businesstoday.in/latest/economy/story/25-percent-us-tariffs-on-tehrans-trading-partners-iran-on-63rd-spot-below-nations-like-togo-ghana-in-trade-with-india-510667-2026-01-13,Neutral
"Basmati, tea, apples, kiwis: Breakup of India-Iran trade as Trump imposes 25% tariffs on Tehran’s trading partners",https://www.businesstoday.in/latest/economy/story/basmati-tea-apples-kiwis-breakup-of-india-iran-trade-as-trump-imposes-25-tariffs-on-tehrans-trading-partners-510621-2026-01-13,Neutral
"No trade talks scheduled between India-US this week, says report",https://www.businesstoday.in/latest/economy/story/no-trade-talks-scheduled-between-india-us-this-week-says-report-510598-2026-01-13,Neutral
"Corporate, individual taxes lift direct tax collection by 8.82% to ₹18.38 lakh crore",https://www.businesstoday.in/latest/economy/story/corporate-individual-taxes-lift-direct-tax-collection-by-882-to-rs1838-lakh-crore-510566-2026-01-12,Positive
Last in the series: Retail inflation up 1.33% in December,https://www.businesstoday.in/latest/economy/story/indias-retail-inflation-stays-below-rbis-lower-band-for-fourth-month-at-133-in-december-510510-2026-01-12,Neutral
"'India is not so dependent on US, has alternatives': Ex-RBI MPC member plays down trade deal risks",https://www.businesstoday.in/latest/economy/story/india-is-not-so-dependent-on-us-has-alternatives-ex-rbi-mpc-member-plays-down-trade-deal-risks-510328-2026-01-11,Negative
SHANTI Act: NPCIL to rework nuclear business model in light of new law,https://www.businesstoday.in/latest/economy/story/shanti-act-npcil-to-rework-nuclear-business-model-in-light-of-new-law-510177-2026-01-09,Positive
‘US absolute power’: Uday Kotak recalls 2024 prediction as India faces 500% tariff threat from Trump,https://www.businesstoday.in/latest/economy/story/us-absolute-power-uday-kotak-recalls-2024-prediction-as-india-faces-500-tariff-threat-from-trump-510106-2026-01-08,Positive
Centre plans to remove curbs barring Chinese firms from bidding for govt contracts: Report,https://www.businesstoday.in/latest/economy/story/centre-plans-to-remove-curbs-barring-chinese-firms-from-bidding-for-govt-contracts-report-510004-2026-01-08,Neutral
Growth paradox: Why India’s 8% growth isn’t translating into higher incomes or investor confidence,https://www.businesstoday.in/latest/economy/story/growth-paradox-why-indias-8-growth-isnt-translating-into-higher-incomes-or-investor-confidence-509988-2026-01-08,Positive
FY26 GDP growth seen at 7.4% as domestic economy shines,https://www.businesstoday.in/latest/economy/story/fy26-gdp-growth-seen-at-74-as-domestic-economy-shines-509869-2026-01-07,Neutral
From $7.2 bn peak to near zero: How US sanctions turned Venezuela from key oil partner to marginal supplier for India,https://www.businesstoday.in/latest/economy/story/from-72-bn-peak-to-near-zero-how-us-sanctions-turned-venezuela-from-key-oil-partner-to-marginal-supplier-for-india-509851-2026-01-07,Positive
India's FY26 growth outlook improves as GDP seen rising 7.4% on services strength,https://www.businesstoday.in/latest/economy/story/indias-fy26-growth-outlook-improves-as-gdp-seen-rising-74-on-services-strength-509842-2026-01-07,Neutral
Delhi HC asks RBI if digital lending apps violate data protection of borrowers,https://www.businesstoday.in/latest/economy/story/delhi-hc-asks-rbi-if-digital-lending-apps-violate-data-protection-of-borrowers-509784-2026-01-07,Neutral
'Wealth is getting accumulated in a narrow section': Economist Ajit Ranade backs wealth tax,https://www.businesstoday.in/latest/economy/story/wealth-is-getting-accumulated-in-a-narrow-section-economist-ajit-ranade-backs-wealth-tax-509719-2026-01-06,Negative
India–EU trade deal: Piyush Goyal to lead talks in Brussels on January 8–9,https://www.businesstoday.in/latest/economy/story/india-eu-trade-deal-piyush-goyal-to-lead-talks-in-brussels-on-january-8-9-509714-2026-01-06,Neutral
Goldilocks situation of high economic growth and low inflation is likely to continue into FY27: India Ratings,https://www.businesstoday.in/latest/economy/story/goldilocks-situation-of-high-economic-growth-and-low-inflation-is-likely-to-continue-into-fy27-india-ratings-509677-2026-01-06,Positive
"Dividends to save govt's disinvestment shortfall, high hopes on IDBI",https://www.businesstoday.in/latest/economy/story/dividends-to-save-govts-disinvestment-shortfall-high-hopes-on-idbi-509648-2026-01-06,Positive
"RBI meets NBFCs, HFCs; urges them to maintain sound underwriting standards",https://www.businesstoday.in/latest/economy/story/rbi-meets-nbfcs-hfcs-urges-them-to-maintain-sound-underwriting-standards-509543-2026-01-06,Positive
Venezuela crisis unlikely to impact India's oil math,https://www.businesstoday.in/latest/economy/story/venezuela-crisis-unlikely-to-impact-indias-oil-math-509462-2026-01-05,Negative
'Not as high as announced': Top economists explain why Trump's tariffs didn't fully bite,https://www.businesstoday.in/latest/economy/story/not-as-high-as-announced-top-economists-explain-why-trumps-tariffs-didnt-fully-bite-509315-2026-01-04,Positive
PRAGATI projects reviewed by PM see nearly one issue resolved every working day,https://www.businesstoday.in/latest/economy/story/pragati-projects-reviewed-by-pm-see-nearly-one-issue-resolved-every-working-day-509233-2026-01-02,Positive
"Union Budget 2026: Will Budget be presented on February 1, a Sunday? Cabinet committee to decide soon",https://www.businesstoday.in/latest/economy/story/union-budget-2026-will-budget-be-presented-on-february-1-a-sunday-cabinet-committee-to-decide-soon-509184-2026-01-02,Neutral
"FY26 GDP growth to surprise on the upside at about 7.4%, say analysts",https://www.businesstoday.in/latest/economy/story/fy26-gdp-growth-to-surprise-on-the-upside-at-about-7-4-percent-say-analysts-509156-2026-01-02,Neutral
FY27 capital expenditure to rise by about 12%,https://www.businesstoday.in/latest/economy/story/fy27-capital-expenditure-to-rise-by-about-12-509143-2026-01-02,Neutral
Explained: Gig workers may need to work 90 days a year — here’s why it matters,https://www.businesstoday.in/latest/economy/story/explained-gig-workers-may-need-to-work-90-days-a-year-heres-why-it-matters-509099-2026-01-02,Neutral
Car Nicobar Air Base gets major runway upgrade; check all details here,https://www.businesstoday.in/latest/economy/story/car-nicobar-air-base-gets-major-runway-upgrade-check-all-details-here-509112-2026-01-02,Negative
"Tobacco product manufacturers must install CCTV, preserve footage for 24 months",https://www.businesstoday.in/latest/economy/story/tobacco-product-manufacturers-must-install-cctv-preserve-footage-for-24-months-509061-2026-01-02,Neutral
"GST mop-up climbs 6.1% in December on import strength, refunds cap net gains",https://www.businesstoday.in/latest/economy/story/gst-mop-up-climbs-61-in-december-on-import-strength-refunds-cap-net-gains-509035-2026-01-01,Neutral
RBI flags global risks but says India’s financial system remains resilient,https://www.businesstoday.in/latest/economy/story/rbi-flags-global-risks-but-says-indias-financial-system-remains-resilient-508927-2025-12-31,Neutral
India's crude imports from Russia slump in December: Report,https://www.businesstoday.in/latest/economy/story/indias-crude-imports-from-russia-slump-in-december-report-508907-2025-12-31,Negative
"Labour Ministry publishes draft rules on Labour Codes, seeks response within 45 days",https://www.businesstoday.in/latest/economy/story/labour-ministry-publishes-draft-rules-on-labour-codes-seeks-response-within-45-days-508876-2025-12-31,Neutral
India rolls out three-year steel duty of 11-12% amid China imports surge,https://www.businesstoday.in/latest/economy/story/india-rolls-out-three-year-steel-duty-of-11-12-amid-china-imports-surge-508783-2025-12-31,Neutral
'Reduce duty inversion in Budget': CSIS sets out reform wish list for Modi 3.0,https://www.businesstoday.in/union-budget/story/reduce-duty-inversion-in-budget-csis-sets-out-reform-wish-list-for-modi-30-508781-2025-12-30,Neutral
PM Modi to meet economists today as Budget 2026 preparations enter final phase,https://www.businesstoday.in/latest/economy/story/pm-modi-to-meet-economists-today-as-budget-2026-preparations-enter-final-phase-508605-2025-12-30,Neutral
"Search for air purifiers jump 103% amid rising air pollution, shows report",https://www.businesstoday.in/latest/economy/story/search-for-air-purifiers-jump-103-percent-amid-rising-air-pollution-shows-report-508502-2025-12-29,Neutral
China to begin paying interest on its official digital currency: Report,https://www.businesstoday.in/world/story/china-to-begin-paying-interest-on-its-official-digital-currency-report-508441-2025-12-29,Neutral
"Household debt, investment data to be included in measuring GDP from FY28: Report",https://www.businesstoday.in/latest/economy/story/household-debt-investment-data-to-be-included-in-measuring-gdp-from-fy28-report-508412-2025-12-29,Neutral
Top 10 fastest-growing major state economies in India over five years,https://www.businesstoday.in/latest/economy/story/top-10-fastest-growing-major-state-economies-in-india-over-five-years-508306-2025-12-26,Positive
"India adds LPG users, pipelines and EV chargers in 2025",https://www.businesstoday.in/india/story/india-adds-lpg-users-pipelines-and-ev-chargers-in-2025-508226-2025-12-26,Neutral
Global trade winners and borrowers: What current account surpluses and deficits say about the global economy in 2025?,https://www.businesstoday.in/latest/economy/story/global-trade-winners-and-borrowers-what-current-account-surpluses-and-deficits-say-about-the-global-economy-in-2025-508219-2025-12-26,Neutral
No new mining in Aravallis: Centre orders blanket ban across Delhi–Gujarat belt,https://www.businesstoday.in/latest/economy/story/no-new-mining-in-aravallis-centre-orders-blanket-ban-across-delhi-gujarat-belt-508103-2025-12-24,Negative
RBI to inject nearly Rs 3 lakh crore via OMOs to offset forex intervention impact,https://www.businesstoday.in/latest/economy/story/rbi-to-inject-nearly-rs-3-lakh-crore-via-omos-to-offset-forex-intervention-impact-507930-2025-12-23,Positive
We'll be able to grow the business much faster in the next 5 years: Umesh Revankar of Shriram Finance,https://www.businesstoday.in/latest/economy/story/well-be-able-to-grow-the-business-much-faster-in-the-next-5-years-umesh-revankar-of-shriram-finance-507908-2025-12-23,Positive
Rupee at 100 in 2026? This key factor can push the Indian currency  to three-digit mark,https://www.businesstoday.in/latest/economy/story/rupee-at-100-in-2026-this-key-factor-can-push-the-indian-currency-to-three-digit-mark-507882-2025-12-23,Neutral
"Revised GDP series unlikely to shift growth estimates significantly, says MoSPI Secretary",https://www.businesstoday.in/latest/economy/story/revised-gdp-series-unlikely-to-shift-growth-estimates-significantly-says-mospi-secretary-507847-2025-12-23,Negative
GDP base revision to take care of IMF concerns and ‘C’ grade,https://www.businesstoday.in/latest/economy/story/gdp-base-revision-to-take-care-of-imf-concerns-and-c-grade-507826-2025-12-23,Negative
CEA Anantha Nageswaran: 'We don’t hear too many murmurs when GDP data disappoints',https://www.businesstoday.in/latest/economy/story/cea-anantha-nageswaran-we-dont-hear-too-many-murmurs-when-gdp-data-disappoints-507814-2025-12-23,Positive
India's FDI inflows slip to $6.54 billion in October as repatriations deepen net outflow pressures,https://www.businesstoday.in/latest/economy/story/indias-fdi-inflows-slip-to-654-billion-in-october-as-repatriations-deepen-net-outflow-pressures-507760-2025-12-23,Neutral
Core sectors rebound from October dip but grow only 1.8% in November,https://www.businesstoday.in/latest/economy/story/core-sectors-rebound-from-october-dip-but-grow-only-18-in-november-507731-2025-12-22,Neutral
"'ToR discussions soon': India, Canada set to reopen free trade talks",https://www.businesstoday.in/latest/economy/story/tor-discussions-soon-india-canada-set-to-reopen-free-trade-talks-507727-2025-12-22,Positive
'Copper is set to explode': Supply shortages and the case for a multi-year rally,https://www.businesstoday.in/latest/economy/story/copper-is-set-to-explode-supply-shortages-and-the-case-for-a-multi-year-rally-507677-2025-12-22,Neutral
Agriculture protected: What India kept out of the New Zealand FTA,https://www.businesstoday.in/latest/economy/story/agriculture-protected-what-india-kept-out-of-the-new-zealand-fta-507650-2025-12-22,Positive
"India–New Zealand FTA Explained: Zero tariffs, services access, 5,000 work visas, firm farm safeguards",https://www.businesstoday.in/latest/economy/story/india-new-zealand-fta-explained-zero-tariffs-services-access-5000-work-visas-firm-farm-safeguards-507649-2025-12-22,Negative
"'India welcomes over $20 bn investment': PM Modi hails New Zealand FTA, says stage set to double the trade",https://www.businesstoday.in/latest/economy/story/india-welcomes-over-20-bn-investment-pm-modi-hails-new-zealand-fta-says-stage-set-to-double-the-trade-507648-2025-12-22,Positive
"2026 outlook: Trade tensions, tariffs set the stage for a delicate policy balance, says report",https://www.businesstoday.in/latest/economy/story/2026-outlook-trade-tensions-tariffs-set-the-stage-for-a-delicate-policy-balance-says-report-507633-2025-12-22,Negative
Rupee weakness: Why RBI governor is not worried about the Indian currency,https://www.businesstoday.in/latest/economy/story/rupee-weakness-why-rbi-governor-is-not-worried-about-the-indian-currency-507629-2025-12-22,Neutral
"India-New Zealand finalise free trade deal, slashing tariffs on 95% of Kiwi exports",https://www.businesstoday.in/latest/economy/story/india-new-zealand-finalise-free-trade-deal-slashing-tariffs-on-95-of-kiwi-exports-507626-2025-12-22,Positive
"'Nehru had 70 PSUs, Modi 84': Professor warns India still spending big on bleeding state firms",https://www.businesstoday.in/latest/economy/story/nehru-had-70-psus-modi-84-professor-warns-india-still-spends-enormous-money-on-bleeding-state-run-firms-507574-2025-12-21,Neutral
"Negotiating a good deal; won’t budge on agriculture, dairy: Sources on India-US trade talks",https://www.businesstoday.in/latest/economy/story/negotiating-a-good-deal-wont-budge-on-agriculture-dairy-sources-on-india-us-trade-talks-507473-2025-12-19,Positive
‘Govt does not control airfares’: Aviation ministry says it is aware of high ticket prices,https://www.businesstoday.in/latest/economy/story/govt-does-not-control-airfares-aviation-ministry-says-it-is-aware-of-high-ticket-prices-507371-2025-12-19,Positive
"'Unfortunately, states are not helping': Gita Gopinath praises Centre for fiscal discipline",https://www.businesstoday.in/latest/economy/story/centre-is-doing-good-job-on-fiscal-front-but-states-are-not-helping-gita-gopinath-507278-2025-12-18,Negative
‘Not concerned about the rupee at all’: Sanjeev Sanyal says weakening of INR in itself doesn’t mean much,https://www.businesstoday.in/latest/economy/story/not-concerned-about-the-rupee-at-all-sanjeev-sanyal-says-weakening-of-inr-in-itself-doesnt-mean-much-507267-2025-12-18,Negative
India hasn't really had a big demographic dividend: Gita Gopinath flags key bottlenecks,https://www.businesstoday.in/latest/economy/story/india-hasnt-really-had-a-big-demographic-dividend-gita-gopinath-flags-key-bottlenecks-507259-2025-12-18,Positive
"Rupee slide: SBI Research sees depreciation lasting 6 more months, recovery to 87 mark in 2026",https://www.businesstoday.in/latest/economy/story/rupee-slide-sbi-research-sees-depreciation-lasting-6-more-months-recovery-to-87-mark-in-2026-507053-2025-12-17,Positive
SHANTI Bill: Cost and tariff key for private sector investment in nuclear energy,https://www.businesstoday.in/latest/economy/story/shanti-bill-cost-and-tariff-key-for-private-sector-investment-in-nuclear-energy-507044-2025-12-17,Neutral
States must shift role from control to stewardship in higher education: CEA Anantha Nageswaran,https://www.businesstoday.in/latest/economy/story/states-must-shift-role-from-control-to-stewardship-in-higher-education-cea-anantha-nageswaran-507024-2025-12-17,Positive
"'Not just through tariffs': Sitharaman says trade is being weaponised, India will have to negotiate carefully",https://www.businesstoday.in/latest/economy/story/not-just-through-tariffs-sitharaman-says-trade-is-being-weaponised-india-will-have-to-negotiate-carefully-506998-2025-12-17,Negative
GDP updation: MoSPI releases paper on overhaul of expenditure side methodology,https://www.businesstoday.in/latest/economy/story/gdp-updation-mospi-releases-paper-on-overhaul-of-expenditure-side-methodology-506909-2025-12-16,Neutral
States wary of fund-sharing as Centre eyes structural reset of MGNREGA,https://www.businesstoday.in/latest/economy/story/states-wary-of-fund-sharing-as-centre-eyes-structural-reset-of-mgnrega-506844-2025-12-16,Negative
Rupee at record low: Is the currency weakness benefiting the economy?,https://www.businesstoday.in/latest/economy/story/rupee-at-record-low-is-the-currency-weakness-benefiting-the-economy-506724-2025-12-15,Neutral
Raghuram Rajan sees market rebound ahead: 'Stocks will grow once US tariff deal is done',https://www.businesstoday.in/latest/economy/story/raghuram-rajan-sees-market-rebound-ahead-stocks-will-grow-once-us-tariff-deal-is-done-506556-2025-12-14,Neutral
"MGNREGA renamed: Pujya Bapu Gramin Rozgar Yojana to have 125 days, minimum wage Rs 240 per day",https://www.businesstoday.in/latest/economy/story/mgnrega-renamed-pujya-bapu-gramin-rozgar-yojana-to-have-125-days-minimum-wage-rs-240-per-day-506432-2025-12-12,Neutral
"RBI Summer Internship 2025: Application deadline Dec 15, stipend Rs 20,000; check details",https://www.businesstoday.in/latest/economy/story/rbi-summer-internship-2025-application-deadline-dec-15-stipend-rs-20000-check-details-506406-2025-12-12,Neutral
"Cabinet likely to approve MGNREGA renaming, new nuclear framework, higher education bill",https://www.businesstoday.in/latest/economy/story/cabinet-likely-to-approve-mgnrega-renaming-new-nuclear-framework-higher-education-bill-506394-2025-12-12,Positive
"Rupee hits record low in early deals, more correction ahead?",https://www.businesstoday.in/latest/economy/story/rupee-hits-record-low-sentiment-weak-in-near-term-506364-2025-12-12,Positive
"US-India trade talks: PM Modi speaks to President Trump to review bilateral trade, investment",https://www.businesstoday.in/latest/economy/story/us-india-trade-talks-pm-modi-speaks-to-president-trump-to-review-bilateral-trade-investment-506328-2025-12-11,Neutral
Rupee hits record low as equity market attempts recovery,https://www.businesstoday.in/latest/economy/story/rupee-hits-record-low-as-equity-market-attempts-recovery-506266-2025-12-11,Neutral
"After strong Q2 numbers, ADB raises its India growth forecast to 7.2% in FY26",https://www.businesstoday.in/latest/economy/story/after-strong-q2-numbers-adb-raises-its-india-growth-forecast-to-72-in-fy26-505996-2025-12-10,Positive
"As 2025 ends, India looks to clinch key trade deals",https://www.businesstoday.in/latest/economy/story/as-2025-ends-india-looks-to-clinch-key-trade-deals-505980-2025-12-10,Neutral
Top Indian defence firms held rare meetings in Russia; something big in store?,https://www.businesstoday.in/latest/economy/story/top-indian-defence-firms-held-rare-meetings-in-russia-something-big-in-store-505922-2025-12-10,Positive
Piyush Goyal holds talks with EU Trade Commissioner to expedite FTA,https://www.businesstoday.in/latest/economy/story/piyush-goyal-holds-talks-with-eu-trade-commissioner-to-expedite-fta-505904-2025-12-09,Neutral
Centre on track to meet fiscal deficit target of 4.4% in FY26,https://www.businesstoday.in/latest/economy/story/centre-on-track-to-meet-fiscal-deficit-target-of-44-in-fy26-505794-2025-12-09,Neutral
Anil Ambani’s son Jai Anmol named by CBI in Rs 228-crore banking fraud,https://www.businesstoday.in/latest/economy/story/anil-ambanis-son-jai-anmol-named-by-cbi-in-rs-228-crore-banking-fraud-505791-2025-12-09,Neutral
Rupee at record lows: 5 implications of depreciating Indian currency; BofA sees rebound,https://www.businesstoday.in/latest/economy/story/rupee-at-record-lows-5-implications-of-depreciating-indian-currency-bofa-sees-rebound-505752-2025-12-09,Neutral
'Rupee will find its own level': Nirmala Sitharaman addresses concerns over INR's value against USD,https://www.businesstoday.in/latest/economy/story/rupee-will-find-its-own-level-nirmala-sitharaman-addresses-concerns-over-inrs-value-against-usd-505407-2025-12-06,Positive
"Rupee fared better than Euro and Korean Won, remains least volatile among emerging economies: Sources",https://www.businesstoday.in/latest/economy/story/rupee-fared-better-than-euro-and-korean-won-remains-least-volatile-among-emerging-economies-sources-505394-2025-12-05,Positive
'We have direct orders to import more from India': Top Russian industrial leader,https://www.businesstoday.in/latest/economy/story/we-have-direct-orders-to-import-more-from-india-top-russian-industrial-leader-505390-2025-12-05,Positive
RBI’s 25 bps rate cut marks rare policy shift as inflation hits historic lows: SBI Ecowrap,https://www.businesstoday.in/latest/economy/story/rbis-25-bps-rate-cut-marks-rare-policy-shift-as-inflation-hits-historic-lows-sbi-ecowrap-505382-2025-12-05,Positive
Central trade unions likely to meet on Dec 8 to discuss further protests against Labour Codes,https://www.businesstoday.in/latest/economy/story/central-trade-unions-likely-to-meet-on-dec-8-to-discuss-further-protests-against-labour-codes-505254-2025-12-05,Neutral
"RBI steps in with liquidity boost after Rupee hits record low, bond yields ease",https://www.businesstoday.in/latest/economy/story/rbi-steps-in-with-liquidity-boost-after-rupee-hits-record-low-bond-yields-ease-505213-2025-12-05,Neutral
"RBI Monetary Policy explained: What 25 bps rate cut means for markets, rupee",https://www.businesstoday.in/latest/economy/story/rbi-policy-explained-what-25-bps-rate-cut-means-for-markets-rupee-505210-2025-12-05,Neutral
"RBI lowers inflation projection to 2% for FY2026, says Governor Sanjay Malhotra",https://www.businesstoday.in/latest/economy/story/rbi-mpc-central-bank-lowers-inflation-projection-to-2-for-fy2026-says-governor-sanjay-malhotra-505174-2025-12-05,Neutral
"RBI Monetary Policy 2025 on GDP: FY 2025-26 GDP growth forecast revised to 7.3%, up from 6.8%",https://www.businesstoday.in/latest/economy/story/rbi-monetary-policy-2025-gdp-fy-2025-26-gdp-growth-forecast-revised-to-73-up-from-68-505185-2025-12-05,Neutral
RBI MPC meeting: Central bank slashes repo rate by 25 bps to 5.25% from 5.5%,https://www.businesstoday.in/latest/economy/story/rbi-mpc-meeting-central-bank-slashes-repo-rate-by-25-bps-to-525-from-55-505183-2025-12-05,Neutral
Trump tariffs: US team expected in India next week as trade pact talks enter crucial phase,https://www.businesstoday.in/latest/economy/story/us-team-expected-in-india-next-week-as-trade-pact-talks-enter-crucial-phase-505171-2025-12-05,Negative
RBI December MPC: Will the central bank deliver a final 2025 rate cut or hit pause on policy?,https://www.businesstoday.in/latest/economy/story/rbi-december-mpc-will-the-central-bank-deliver-a-final-2025-rate-cut-or-hit-pause-on-policy-505153-2025-12-05,Neutral
Rupee at 90: Could 100 be the next stop? Data shows the risk is real,https://www.businesstoday.in/latest/economy/story/rupee-at-90-could-100-be-the-next-stop-data-shows-the-risk-is-real-505131-2025-12-04,Positive
Rupee recovers to 89.96 after hitting record low - markets split on whether it will break 91,https://www.businesstoday.in/latest/economy/story/rupee-recovers-to-8996-after-hitting-record-low-markets-split-on-whether-it-will-break-91-505104-2025-12-04,Neutral
'No new deal signed between India and Russia': Govt clarifies on $2 bn Russia submarine deal,https://www.businesstoday.in/latest/economy/story/no-new-deal-signed-between-india-and-russia-govt-clarifies-on-2-bn-russia-submarine-deal-505071-2025-12-04,Negative
India–Russia trade: Piyush Goyal pushes for balanced trade ties ahead of Putin’s high-stakes visit,https://www.businesstoday.in/latest/economy/story/india-russia-trade-piyush-goyal-pushes-for-balanced-trade-ties-ahead-of-putins-high-stakes-visit-505065-2025-12-04,Neutral
"Vladimir Putin visit: India to lease $2 billion Russian submarine, boosting naval power, says report",https://www.businesstoday.in/latest/economy/story/india-signs-2-billion-deal-lease-russian-nuclear-powered-attack-submarine-505054-2025-12-04,Neutral
"Centre will share part of collection from health, national security cess: Sitharaman",https://www.businesstoday.in/latest/economy/story/centre-will-share-part-of-collection-from-health-national-security-cess-sitharaman-505045-2025-12-04,Neutral
"8th Pay Commission set to reshape FY28 finances, may add Rs 4–9 lakh cr burden: Neelkanth Mishra",https://www.businesstoday.in/latest/economy/story/8th-pay-commission-set-to-reshape-fy28-finances-may-add-rs-4-9-lakh-cr-burden-neelkanth-mishra-505002-2025-12-04,Neutral
Rupee crosses 90-mark: RBI rate cut next? Aditya Pagaria explains,https://www.businesstoday.in/latest/economy/story/rupee-crosses-90-mark-rbi-rate-cut-next-aditya-pagaria-explains-505000-2025-12-04,Neutral
Rupee over 90: RBI adopts flexible stance as rupee weakens amid reduced foreign inflows,https://www.businesstoday.in/latest/economy/story/rupee-over-90-rbi-adopts-flexible-stance-as-rupee-weakens-amid-reduced-foreign-inflows-504984-2025-12-04,Negative
